02:24:05.384 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
02:24:05.462 [restartedMain] WARN  c.c.f.apollo.internals.DefaultConfig - Init Apollo Local Config failed - namespace: sensitive-config, reason: Load config from local config failed! [Cause: Cannot read from local cache file /Users/liyinchi/workspace/java/company_official_website_server/./config/platform/config-cache/platform+default+sensitive-config.properties].
02:24:05.462 [restartedMain] WARN  c.c.f.a.i.LocalFileConfigRepository - Sync config from upstream repository class com.ctrip.framework.apollo.internals.RemoteConfigRepository failed, reason: Get config services failed from http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: java.io.IOException: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81]]]
02:24:05.463 [restartedMain] WARN  c.c.f.a.i.LocalFileConfigRepository - Sync config from upstream repository class com.ctrip.framework.apollo.internals.RemoteConfigRepository failed, reason: Get config services failed from http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: java.io.IOException: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81]]]
02:24:05.463 [restartedMain] WARN  c.c.f.apollo.internals.DefaultConfig - Init Apollo Local Config failed - namespace: message, reason: Load config from local config failed! [Cause: Cannot read from local cache file /Users/liyinchi/workspace/java/company_official_website_server/./config/platform/config-cache/platform+default+message.properties].
02:24:05.463 [restartedMain] WARN  c.c.f.apollo.internals.DefaultConfig - Could not load config for namespace application from Apollo, please check whether the configs are released in Apollo! Return default value now!
02:24:05.463 [restartedMain] WARN  c.c.f.apollo.internals.DefaultConfig - Could not load config for namespace sensitive-config from Apollo, please check whether the configs are released in Apollo! Return default value now!
02:24:05.463 [restartedMain] WARN  c.c.f.apollo.internals.DefaultConfig - Could not load config for namespace message from Apollo, please check whether the configs are released in Apollo! Return default value now!
02:24:05.480 [restartedMain] INFO  com.cows.Application - Starting Application using Java 17.0.1 with PID 16026 (/Users/liyinchi/workspace/java/company_official_website_server/target/classes started by liyinchi in /Users/liyinchi/workspace/java/company_official_website_server)
02:24:05.482 [restartedMain] INFO  com.cows.Application - The following 1 profile is active: "dev"
02:24:08.934 [Apollo-RemoteConfigLongPollService-1] WARN  c.c.f.a.i.RemoteConfigLongPollService - Long polling failed, will retry in 16 seconds. appId: platform, cluster: default, namespaces: application+message+sensitive-config, long polling url: null, reason: Get config services failed from http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: java.io.IOException: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81]]]
02:24:09.873 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
02:24:09.878 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
02:24:09.878 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.12]
02:24:10.016 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
02:24:10.630 [restartedMain] ERROR c.b.m.core.MybatisConfiguration - mapper[com.cows.mapper.AdminMapper.findAdminByUserName] is ignored, because it exists, maybe from xml file
02:24:11.606 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: microservice.url.orderUrl, beanName: jsonController, field: com.cows.controller.common.JsonController.orderUrl
02:24:11.715 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: wechat.appid, beanName: wechatService, field: com.cows.service.WechatService.appId
02:24:11.716 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: wechat.secret, beanName: wechatService, field: com.cows.service.WechatService.secret
02:24:11.716 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: wechat.redirect.uri, beanName: wechatService, field: com.cows.service.WechatService.redirectUri
02:24:11.736 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: wechat.appid, beanName: loginController, field: com.cows.controller.common.LoginController.appid
02:24:11.736 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: wechat.redirect.uri, beanName: loginController, field: com.cows.controller.common.LoginController.redirectUri
02:24:13.272 [restartedMain] INFO  com.cows.service.RedisService - redis port: 6379
02:24:14.744 [restartedMain] INFO  c.c.f.a.s.a.SpringValueProcessor - Monitoring key: spring.mvc.servlet.path, beanName: swaggerWelcome, field: org.springdoc.webmvc.ui.SwaggerWelcomeWebMvc.mvcServletPath
02:24:16.117 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
02:24:16.332 [http-nio-8088-exec-3] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:16.332 [http-nio-8088-exec-1] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:16.332 [http-nio-8088-exec-2] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:16.332 [http-nio-8088-exec-4] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:16.333 [http-nio-8088-exec-3] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/productsCarousels/getProductsCarouselsById/1
02:24:16.333 [http-nio-8088-exec-2] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:24:16.333 [http-nio-8088-exec-1] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/carousels/getAllCarousels
02:24:16.333 [http-nio-8088-exec-4] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:24:16.351 [http-nio-8088-exec-3] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
02:24:16.433 [http-nio-8088-exec-4] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:24:16.433 [http-nio-8088-exec-2] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:24:16.468 [restartedMain] INFO  com.cows.Application - Started Application in 43.536 seconds (process running for 47.995)
02:24:16.482 [http-nio-8088-exec-4] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:16.482 [http-nio-8088-exec-2] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:16.482 [http-nio-8088-exec-4] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:16.482 [http-nio-8088-exec-2] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:16.483 [http-nio-8088-exec-4] INFO  c.c.l.MyServletRequestListener - request end
02:24:16.483 [http-nio-8088-exec-2] INFO  c.c.l.MyServletRequestListener - request end
02:24:16.484 [http-nio-8088-exec-4] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:16.484 [http-nio-8088-exec-2] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:17.063 [http-nio-8088-exec-1] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getAllCarousels，在该方法执行之前执行====
02:24:17.078 [http-nio-8088-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
02:24:17.087 [http-nio-8088-exec-3] INFO  c.c.l.MyServletRequestListener - request end
02:24:17.087 [http-nio-8088-exec-3] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:17.095 [http-nio-8088-exec-5] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:17.095 [http-nio-8088-exec-5] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/login
02:24:17.104 [http-nio-8088-exec-5] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:17.105 [http-nio-8088-exec-5] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:17.109 [http-nio-8088-exec-5] INFO  c.c.l.MyServletRequestListener - request end
02:24:17.110 [http-nio-8088-exec-5] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:17.703 [http-nio-8088-exec-1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@65faa2c5
02:24:17.705 [http-nio-8088-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
02:24:17.819 [http-nio-8088-exec-1] INFO  c.c.c.mobile.CarouselController - 获取所有轮播图信息: [Carousel(id=1, imageUrl=http://127.0.0.1:8088/v1/getLatestImage?fileName=88888888_20240701154410_1890x600-1.jpg, redirectUrl=https://example.com, isEnabled=true, createTime=2024-06-29 15:27:04, updateTime=2024-07-01 08:01:01, isDeleted=false)]
02:24:17.889 [http-nio-8088-exec-1] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:17.889 [http-nio-8088-exec-1] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:17.890 [http-nio-8088-exec-1] INFO  c.c.l.MyServletRequestListener - request end
02:24:17.890 [http-nio-8088-exec-1] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:21.465 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=0, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:24:24.098 [http-nio-8088-exec-6] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:24.099 [http-nio-8088-exec-6] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/admins/login
02:24:24.104 [http-nio-8088-exec-6] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：login，在该方法执行之前执行====
02:24:24.249 [http-nio-8088-exec-6] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:24.250 [http-nio-8088-exec-6] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:24.250 [http-nio-8088-exec-6] INFO  c.c.l.MyServletRequestListener - request end
02:24:24.250 [http-nio-8088-exec-6] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:24.355 [http-nio-8088-exec-7] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:24.356 [http-nio-8088-exec-7] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:24:24.361 [http-nio-8088-exec-8] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:24.362 [http-nio-8088-exec-8] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:24:24.365 [http-nio-8088-exec-7] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:24:24.368 [http-nio-8088-exec-8] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:24:24.370 [http-nio-8088-exec-7] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:24.371 [http-nio-8088-exec-7] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:24.372 [http-nio-8088-exec-7] INFO  c.c.l.MyServletRequestListener - request end
02:24:24.375 [http-nio-8088-exec-8] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:24.373 [http-nio-8088-exec-7] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:24.376 [http-nio-8088-exec-8] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:24.377 [http-nio-8088-exec-8] INFO  c.c.l.MyServletRequestListener - request end
02:24:24.377 [http-nio-8088-exec-8] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:24.377 [http-nio-8088-exec-7] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:24.377 [http-nio-8088-exec-7] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/basicInformation/getAllBasicInformation
02:24:24.387 [http-nio-8088-exec-7] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getAllBasicInformation，在该方法执行之前执行====
02:24:24.414 [http-nio-8088-exec-7] INFO  c.c.c.a.BasicInformationController - 获取所有基本信息: [BasicInformation(id=1, phone=18859942595, email=429573928@qq.com, address=福建省泉州市丰泽区泉秀街道泉兴街泉秀新村12栋203室, weChatImage=http://127.0.0.1:8088/v1/getLatestImage?fileName=admin12_20240706181743_智慧其心公众号二维码.jpg, icp=ICP12345678, beianImage=http://127.0.0.1:8088/v1/getLatestImage?fileName=1_20240701224653_智慧其心logo.png, publicSecurity=8888888888, copyright=© 2024 泉州姚师傅整体家居有限公司, isDeleted=false, isEnable=false)]
02:24:24.435 [http-nio-8088-exec-7] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:24.435 [http-nio-8088-exec-7] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:24.437 [http-nio-8088-exec-7] INFO  c.c.l.MyServletRequestListener - request end
02:24:24.437 [http-nio-8088-exec-7] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:26.471 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=1, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:24:27.120 [Apollo-RemoteConfigLongPollService-1] WARN  c.c.f.a.i.RemoteConfigLongPollService - Long polling failed, will retry in 32 seconds. appId: platform, cluster: default, namespaces: application+message+sensitive-config, long polling url: null, reason: Get config services failed from http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: java.io.IOException: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81]]]
02:24:28.138 [http-nio-8088-exec-10] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:28.139 [http-nio-8088-exec-10] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:24:28.143 [http-nio-8088-exec-10] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:24:28.147 [http-nio-8088-exec-10] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:28.147 [http-nio-8088-exec-10] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:28.148 [http-nio-8088-exec-10] INFO  c.c.l.MyServletRequestListener - request end
02:24:28.149 [http-nio-8088-exec-10] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:28.150 [http-nio-8088-exec-11] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:28.151 [http-nio-8088-exec-11] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:24:28.160 [http-nio-8088-exec-11] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:24:28.163 [http-nio-8088-exec-11] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:28.164 [http-nio-8088-exec-11] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:28.164 [http-nio-8088-exec-11] INFO  c.c.l.MyServletRequestListener - request end
02:24:28.165 [http-nio-8088-exec-11] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:28.169 [http-nio-8088-exec-12] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:28.170 [http-nio-8088-exec-13] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:28.170 [http-nio-8088-exec-12] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/productsCarousels/getProductsCarouselsById/1
02:24:28.170 [http-nio-8088-exec-13] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/carousels/getAllCarousels
02:24:28.182 [http-nio-8088-exec-13] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getAllCarousels，在该方法执行之前执行====
02:24:28.238 [http-nio-8088-exec-12] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getProductsCarouselsById，在该方法执行之前执行====
02:24:28.254 [http-nio-8088-exec-13] INFO  c.c.c.mobile.CarouselController - 获取所有轮播图信息: [Carousel(id=1, imageUrl=http://127.0.0.1:8088/v1/getLatestImage?fileName=88888888_20240701154410_1890x600-1.jpg, redirectUrl=https://example.com, isEnabled=true, createTime=2024-06-29 15:27:04, updateTime=2024-07-01 08:01:01, isDeleted=false)]
02:24:28.259 [http-nio-8088-exec-13] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:28.259 [http-nio-8088-exec-13] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:28.260 [http-nio-8088-exec-13] INFO  c.c.l.MyServletRequestListener - request end
02:24:28.261 [http-nio-8088-exec-13] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:28.279 [http-nio-8088-exec-14] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:28.279 [http-nio-8088-exec-14] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:24:28.288 [http-nio-8088-exec-14] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:24:28.294 [http-nio-8088-exec-14] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:28.295 [http-nio-8088-exec-14] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:28.295 [http-nio-8088-exec-14] INFO  c.c.l.MyServletRequestListener - request end
02:24:28.295 [http-nio-8088-exec-14] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:28.298 [http-nio-8088-exec-12] INFO  c.c.c.c.ProductsCarouselsController - 通过ID获取横向轮播图商品配置: ProductsCarousels(id=1, products=null, createTime=2024-07-21 14:14:49, updateTime=2024-07-21 14:14:49, isDeleted=false)
02:24:28.298 [http-nio-8088-exec-15] INFO  c.c.l.MyServletRequestListener - session id为：null
02:24:28.299 [http-nio-8088-exec-15] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:24:28.301 [http-nio-8088-exec-15] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:24:28.304 [http-nio-8088-exec-15] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:28.304 [http-nio-8088-exec-15] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:28.304 [http-nio-8088-exec-15] INFO  c.c.l.MyServletRequestListener - request end
02:24:28.304 [http-nio-8088-exec-15] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:28.310 [http-nio-8088-exec-12] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:24:28.310 [http-nio-8088-exec-12] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:24:28.311 [http-nio-8088-exec-12] INFO  c.c.l.MyServletRequestListener - request end
02:24:28.312 [http-nio-8088-exec-12] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:24:31.476 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=2, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:24:36.482 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=3, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:24:41.485 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=4, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
